,Genus,Step1,Step2,Step3,Step4,Step5,Step6,Step7,Step8,Step9,Subpathway1,Subpathway2,Subpathway3,Subpathway4,Subpathway5,Subpathway6,MaxCompletion,Group,Type
68,ASP10-05a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,MAG
69,Acidaminobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,MAG
70,Acinetobacter,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0,0,0.75,Gamma-Other,MAG
71,Acuticoccus,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.25,0,0,0.75,Alpha-Other,MAG
72,Aequorivita,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0,0,0.5,Bacteroidota,MAG
73,Aeromonas,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
74,Aeropyrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archaea-Other,MAG
75,Aestuariibacter_A,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
76,Afifella,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
77,Afipia,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0,0,0.75,Alpha-Other,MAG
78,Agaribacterium,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
79,Agarilytica,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
80,Ahrensia,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
81,Albimonas,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
82,Alcaligenes,1,1,1,0,0,1,0,1,0,0.75,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,Gamma-Other,MAG
83,Alcanivorax,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0,0.333333333333333,0.75,Gamma-Other,MAG
84,Alcanivorax_A,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0,0,0.75,Gamma-Other,MAG
85,Algibacter,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Bacteroidota,MAG
86,Algibacter_A,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Bacteroidota,MAG
87,Algibacter_B,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Bacteroidota,MAG
88,Algibacter_C,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Bacteroidota,MAG
89,Algoriphagus,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Bacteroidota,MAG
90,Aliiglaciecola,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
91,Aliiroseovarius,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
92,Aliivibrio,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
93,Alkalibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,MAG
94,Alkalispirochaeta,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.25,0,0,0.75,Bacteria-Other,MAG
95,Altererythrobacter_A,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
96,Altererythrobacter_B,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
97,Alteromonas,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Alteromonas,MAG
98,Alteromonas_A,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Alteromonas,MAG
99,Alteromonas_B,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
100,Altibacter,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,Bacteroidota,MAG
101,Amorphus,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
102,Amphibacillus_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,MAG
103,Amphritea,1,1,0,0,1,1,0,1,0,0.75,0.5,1,0.25,0.333333333333333,0,1,Gamma-Other,MAG
104,Amycolatopsis,0,1,0,0,1,1,0,0,1,0.25,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,Actinobacteriota,MAG
105,Amylibacter_A,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
106,Anabaena,1,0,1,0,0,1,0,1,1,0.75,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,Cyano-Other,MAG
107,Anaerotignum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,MAG
108,Aneurinibacillus_A,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0,0.333333333333333,0.75,Firmicutes,MAG
109,Antarctobacter,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
110,AqS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,MAG
111,Aquabacterium,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0,0,0.75,Gamma-Other,MAG
112,Aquiluna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,MAG
113,Aquimarina,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Bacteroidota,MAG
114,Aquincola,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0,0,0.75,Gamma-Other,MAG
115,Arcobacter,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0,0,0.5,Bacteria-Other,MAG
116,Arctic95D-9,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0,0,0.75,Verrucomicrobiota,MAG
117,Arctic96AD-7,0,1,1,0,1,0,0,0,1,0,0.25,0.5,0.5,0.333333333333333,0.666666666666667,0.666666666666667,SAR324,MAG
118,Arenibacter,0,1,0,0,0,0,0,1,1,0.25,0.25,0.5,0.25,0.333333333333333,0.333333333333333,0.5,Bacteroidota,MAG
119,Arenimonas,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0.5,Gamma-Other,MAG
120,Arenitalea,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Bacteroidota,MAG
121,Arsukibacterium,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0,0,0.75,Gamma-Other,MAG
122,Arthrobacter_D,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Actinobacteriota,MAG
123,Arthrobacter_I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,MAG
124,Ascidiaceihabitans,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
125,Atelocyanobacterium,0,0,1,0,0,1,0,1,1,0.5,0.5,0.5,0.75,0.333333333333333,0.666666666666667,0.75,Cyano-Other,MAG
126,Aurantimonas,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
127,Aureicoccus,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,Bacteroidota,MAG
128,Aureitalea,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,Bacteroidota,MAG
129,Auricoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,MAG
130,Azoarcus_C,1,1,0,0,1,1,0,1,0,0.75,0.5,1,0.25,0.333333333333333,0,1,Gamma-Other,MAG
131,B210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria-Other,MAG
132,B7,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0.5,Alpha-Other,MAG
133,BACL11,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0.5,Bacteroidota,MAG
134,BACL14,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0,0,0.75,Gamma-Other,MAG
135,BACL21,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0.5,Bacteroidota,MAG
136,BACL24,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0,0,0.75,Verrucomicrobiota,MAG
137,BRH-c54,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0,0,0.5,Bacteroidota,MAG
138,Bacillus,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0,0.333333333333333,0.75,Firmicutes,MAG
139,Bacillus_A,0,0,1,0,1,1,0,0,0,0.25,0.25,0.5,0.5,0,0.333333333333333,0.5,Firmicutes,MAG
140,Bacillus_AA,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0,0.333333333333333,0.75,Firmicutes,MAG
141,Bacillus_AB,0,0,1,0,1,1,0,0,0,0.25,0.25,0.5,0.5,0,0.333333333333333,0.5,Firmicutes,MAG
142,Bacillus_AV,0,1,1,0,1,1,0,0,0,0.25,0.25,0.75,0.5,0,0.333333333333333,0.75,Firmicutes,MAG
143,Bacillus_C,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0,0.333333333333333,0.75,Firmicutes,MAG
144,Bacillus_D,0,0,1,0,1,1,0,0,0,0.25,0.25,0.5,0.5,0,0.333333333333333,0.5,Firmicutes,MAG
145,Bacillus_F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,MAG
146,Bacillus_H,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0,0.333333333333333,0.75,Firmicutes,MAG
147,Bacillus_L,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0,0.333333333333333,0.75,Firmicutes,MAG
148,Bacillus_W,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0,0.333333333333333,0.75,Firmicutes,MAG
149,Balneola,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0.5,Bacteroidota,MAG
150,Berkiella_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,MAG
151,Bermanella,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
152,Bin103,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.25,0,0,0.75,Bacteria-Other,MAG
153,Bizionia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,MAG
154,Bizionia_B,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0,0,0.5,Bacteroidota,MAG
155,Blastococcus,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Actinobacteriota,MAG
156,Blastomonas,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
157,Blastopirellula,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.5,0.333333333333333,0.333333333333333,1,Planctomycetota,MAG
158,Blastopirellula_A,0,1,0,0,1,1,0,1,1,0.5,0.5,1,0.5,0.333333333333333,0.333333333333333,1,Planctomycetota,MAG
159,Boudabousia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,MAG
160,Bowmanella,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
161,Brachybacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,MAG
162,Brevibacillus,0,0,1,0,1,1,0,1,1,0.5,0.5,0.75,0.75,0.333333333333333,0.666666666666667,0.75,Firmicutes,MAG
163,Brevibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,MAG
164,Brevundimonas,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
165,Brumimicrobium,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0,0,0.5,Bacteroidota,MAG
166,C254,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Firmicutes,MAG
167,C7867-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patescibacteria,MAG
168,CA97-1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,MAG
169,CBA1134,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0,0,0,0.75,Archaea-Halobacteria,MAG
170,CG-Epi1,0,1,1,0,1,1,0,1,0,0.5,0.25,1,0.5,0,0.333333333333333,1,Archaea-Other,MAG
171,CG2-30-34-30,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,Bacteroidota,MAG
172,Caedibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,MAG
173,Caloranaerobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,MAG
174,Caminibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria-Other,MAG
175,Caminicella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,MAG
176,Campylobacter_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria-Other,MAG
177,Casp-Chloro-G3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,MAG
178,Casp-Chloro-G4,1,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0.333333333333333,0,0.333333333333333,Chloroflexota,MAG
179,Casp-actino5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,MAG
180,Casp-alpha2,0,0,1,0,0,0,0,1,0,0.25,0,0.25,0.25,0,0.333333333333333,0.333333333333333,Alpha-Other,MAG
181,Catalinimonas,0,1,0,0,1,1,0,0,1,0.25,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,Bacteroidota,MAG
182,Catenovulum,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
183,Celeribacter,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
184,Celeribacter_A,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
185,Celeribacter_B,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
186,Cellulomonas,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Actinobacteriota,MAG
187,Cellulophaga,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Bacteroidota,MAG
188,Cellvibrio,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
189,Cephaloticoccus,0,1,0,0,0,0,0,1,0,0.25,0,0.5,0,0,0,0.5,Verrucomicrobiota,MAG
190,Chlorobium_A,0,1,1,0,1,0,0,0,0,0,0,0.5,0.25,0,0.333333333333333,0.5,Bacteroidota,MAG
191,Chryseobacterium,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0,0,0.75,Bacteroidota,MAG
192,Chryseobacterium_B,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0,0,0.5,Bacteroidota,MAG
193,Citreimonas,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
194,Citrobacter,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
195,Citromicrobium,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
196,Cloacibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,MAG
197,Clostridium,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Firmicutes,MAG
198,Cobetia,0,1,0,0,1,0,0,1,0,0.25,0,0.75,0,0,0,0.75,Gamma-Other,MAG
199,Cognatishimia,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
200,Cognatiyoonia,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
201,Cohaesibacter,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
202,Colwellia,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
203,Confluentibacter,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Bacteroidota,MAG
204,Confluentimicrobium,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
205,Congregibacter,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0,0.333333333333333,0.75,Gamma-Other,MAG
206,Coraliomargarita,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0,0,0.75,Verrucomicrobiota,MAG
207,Corynebacterium,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Actinobacteriota,MAG
208,Cribrihabitans,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
209,Croceibacter,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,Bacteroidota,MAG
210,Croceicoccus,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
211,Crocinitomix,0,1,0,0,0,1,0,0,0,0.25,0.25,0.5,0.25,0,0,0.5,Bacteroidota,MAG
212,Crocosphaera,1,0,1,0,0,1,0,1,1,0.75,0.75,0.5,0.75,0.666666666666667,0.666666666666667,0.75,Bacteria-Other,MAG
213,Cutibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Actinobacteriota,MAG
214,Cyclobacterium,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Bacteroidota,MAG
215,Cycloclasticus,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
216,D2472,0,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0,0.333333333333333,0.333333333333333,Gamma-SAR86,MAG
217,DB6-IX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria-Other,MAG
218,DG1235,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0,0,0.75,Verrucomicrobiota,MAG
219,DSL-40,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
220,Dasania,0,1,1,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0,0.333333333333333,0.75,Gamma-Other,MAG
221,Defluviimonas_A,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
222,Dehalogenimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,MAG
223,Demequina,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Actinobacteriota,MAG
224,Dermacoccus,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Actinobacteriota,MAG
225,Desulfatibacillum,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.333333333333333,0.333333333333333,Bacteria-Other,MAG
226,Desulfatitalea,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.333333333333333,0.333333333333333,Bacteria-Other,MAG
227,Desulfobacter,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.333333333333333,0.333333333333333,Bacteria-Other,MAG
228,Desulfobacula,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.333333333333333,0.333333333333333,Bacteria-Other,MAG
229,Desulfomicrobium,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0,0.333333333333333,0.5,Bacteria-Other,MAG
230,Desulfonauticus,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0,0.333333333333333,0.5,Bacteria-Other,MAG
231,Desulfopila,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.333333333333333,0.333333333333333,Bacteria-Other,MAG
232,Desulfothermus,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.333333333333333,0.333333333333333,Bacteria-Other,MAG
233,Desulfotomaculum_C,0,0,1,0,1,1,0,0,0,0.25,0.25,0.5,0.5,0,0.333333333333333,0.5,Firmicutes,MAG
234,Desulfovibrio_H,0,0,1,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0,0.333333333333333,0.5,Bacteria-Other,MAG
235,Desulfuromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria-Other,MAG
236,Desulfuromusa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria-Other,MAG
237,Dethiosulfatibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,MAG
238,Devosia,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
239,Dietzia,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Actinobacteriota,MAG
240,Dissulfuribacter,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.333333333333333,0.333333333333333,Bacteria-Other,MAG
241,Dokdonia,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,Bacteroidota,MAG
242,Donghicola,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Rhodobacter,MAG
243,Draconibacterium,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Bacteroidota,MAG
244,Dyadobacter,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Bacteroidota,MAG
245,E85,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Gamma-Other,MAG
246,EC70,0,1,0,0,0,1,0,1,0,0.5,0.25,0.75,0.25,0,0,0.75,Verrucomicrobiota,MAG
247,Edwardsiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,MAG
248,EhC01,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
249,EhC02,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
250,Emcibacter,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
251,Enterobacter,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
252,Enterovibrio,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
253,Epibacterium_A,0,0,1,0,0,1,0,1,0,0.5,0.25,0.5,0.5,0,0.333333333333333,0.5,Alpha-Rhodobacter,MAG
254,Erythrobacter,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
255,Erythrobacter_A,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
256,Erythrobacter_B,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
257,Euzebya,0,1,0,0,1,1,0,0,0,0.25,0.25,0.75,0.25,0,0,0.75,Actinobacteriota,MAG
258,Exiguobacterium_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,MAG
259,Fabibacter,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Bacteroidota,MAG
260,Facklamia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Firmicutes,MAG
261,Fangia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,MAG
262,Ferrimonas,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Gamma-Other,MAG
263,Fibrisoma,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Bacteroidota,MAG
264,Fictibacillus_C,0,0,1,0,1,1,0,1,0,0.5,0.25,0.75,0.5,0,0.333333333333333,0.75,Firmicutes,MAG
265,Flagellimonas,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Bacteroidota,MAG
266,Flavimobilis,0,1,0,0,0,1,0,0,1,0.25,0.5,0.5,0.5,0.333333333333333,0.333333333333333,0.5,Actinobacteriota,MAG
267,Flaviramulus,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Bacteroidota,MAG
268,Flaviramulus_A,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Bacteroidota,MAG
269,Flavobacterium,0,1,0,0,0,1,0,1,1,0.5,0.5,0.75,0.5,0.333333333333333,0.333333333333333,0.75,Bacteroidota,MAG
270,Flavobacterium_A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteroidota,MAG
271,Formosa,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,Bacteroidota,MAG
272,Fuerstia,0,0,1,0,1,1,0,1,1,0.5,0.5,0.75,0.75,0.333333333333333,0.666666666666667,0.75,Planctomycetota,MAG
273,Fulvimarina,0,1,0,0,1,1,0,1,0,0.5,0.25,1,0.25,0,0,1,Alpha-Other,MAG
274,GCA-002684695,0,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.333333333333333,0.333333333333333,Alpha-Other,MAG
275,GCA-002688135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Patescibacteria,MAG
276,GCA-002690875,0,1,1,0,0,1,0,1,0,0.5,0.25,0.75,0.5,0,0.333333333333333,0.75,Alpha-Other,MAG
277,GCA-002691585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gamma-Other,MAG
278,GCA-002694895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,MAG
279,GCA-002697625,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0.5,Bacteroidota,MAG
280,GCA-002700125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chloroflexota,MAG
